,titulo,titulo_original,ano,duracao,diretor,roteirista,elenco,nota,num_votos,sinopse,genero,verba,receita
392,"Faster, Pussycat! Kill! Kill!","Faster, Pussycat! Kill! Kill!",1965,83,['Russ Meyer'],"['Jackie Moran', 'Russ Meyer']","['Tura Satana', 'Haji', 'Lori Williams']",6.6,16000.0,"Três strippers encontram um jovem e inocente casal. Logo sequestram a garota. A próxima parada delas é a casa de um velho aleijado que vive com seus dois filhos no deserto, onde supostamente há uma pequena fortuna escondida.","['Ação', 'Comédia']",0,0
393,A Colina dos Homens Perdidos,The Hill,1965,123,['Sidney Lumet'],"['Ray Rigby', 'R.S. Allen']","['Sean Connery', 'Harry Andrews', 'Ian Bannen']",7.8,16000.0,"Em uma prisão militar do Norte da África durante a Segunda Guerra Mundial, cinco novos prisioneiros lutam para sobreviver às punições brutais e aos guardas sádicos.","['Drama', 'Guerra']",0,0
394,O Expresso de Von Ryan,Von Ryan's Express,1965,117,['Mark Robson'],"['David Westheimer', 'Wendell Mayes', 'Joseph Landon']","['Frank Sinatra', 'Trevor Howard', 'Raffaella Carrà']",7.1,15000.0,An American POW leads a group of mainly British prisoners to escape from the Germans in WWII.,"['Ação', 'Aventura', 'Guerra']",0,0
395,Operação Y e outras aventuras de Shurik,Operatsiya 'Y' i drugie priklyucheniya Shurika,1965,95,['Leonid Gaidai'],"['Leonid Gaidai', 'Yakov Kostyukovskiy', 'Moris Slobodskoy']","['Aleksandr Demyanenko', 'Mikhail Pugovkin', 'Aleksei Smirnov']",8.4,15000.0,"Three stories about Shurik - a young student. He fights against criminals, falls in love, confuses apartments, passes exams - he lives after all.","['Comédia', 'Policial', 'Drama', 'Romance']",0,0
396,Julieta dos Espíritos,Giulietta degli spiriti,1965,137,['Federico Fellini'],"['Federico Fellini', 'Tullio Pinelli', 'Ennio Flaiano']","['Giulietta Masina', 'Sandra Milo', 'Mario Pisu']",7.4,15000.0,"Visões, memórias e misticismo ajudam uma mulher de 40 anos a encontrar forças para deixar seu marido infiel.","['Comédia', 'Drama', 'Fantasia']",0,0
397,O Colecionador,The Collector,1965,119,['William Wyler'],"['John Fowles', 'John Kohn', 'Stanley Mann']","['Terence Stamp', 'Samantha Eggar', 'Mona Washbourne']",7.5,12000.0,Um homem sequestra uma mulher e a manter como refén.,"['Drama', 'Suspense']",0,0
398,A Maior História de Todos os Tempos,The Greatest Story Ever Told,1965,260,['George Stevens'],"['Fulton Oursler', 'Henry Denker', 'James Lee Barrett']","['Max von Sydow', 'Dorothy McGuire', 'Charlton Heston']",6.5,12000.0,Um filme épico que narra a vida e o ministério de Jesus Cristo.,"['Biografia', 'Drama', 'História']",0,0
399,"Que é que Há, Gatinha?",What's New Pussycat,1965,108,['Clive Donner'],['Woody Allen'],"['Peter Sellers', ""Peter O'Toole"", 'Romy Schneider']",6.1,11000.0,Um playboy que se recusa a desistir de seu estilo de vida hedonista para se estabilizar e se casar com seu amor verdadeiro procura a ajuda de um psicanalista maluco que está tendo seus próprios problemas românticos.,['Comédia'],0,0
400,Três Homens em Conflito,"Il buono, il brutto, il cattivo",1966,161,['Sergio Leone'],"['Luciano Vincenzoni', 'Sergio Leone', 'Agenore Incrocci']","['Clint Eastwood', 'Eli Wallach', 'Lee Van Cleef']",8.8,832000.0,Um impostor se junta com dois homens para encontrar fortuna num remoto cemitério.,"['Aventura', 'Drama', 'Faroeste']",1200000,25264999
401,Quando Duas Mulheres Pecam,Persona,1966,84,['Ingmar Bergman'],['Ingmar Bergman'],"['Bibi Andersson', 'Liv Ullmann', 'Margaretha Krook']",8.0,134000.0,Uma enfermeira é encarregada de uma atriz silenciosa e descobre que sua personalidade parece convergir em uma.,"['Drama', 'Suspense']",0,0
402,Quem Tem Medo de Virginia Woolf?,Who's Afraid of Virginia Woolf?,1966,131,['Mike Nichols'],"['Ernest Lehman', 'Edward Albee']","['Elizabeth Taylor', 'Richard Burton', 'George Segal']",8.0,81000.0,"Um casal amargo e envelhecido, com a ajuda do álcool, usa seus jovens hóspedes para alimentar angústia e dor emocional um pelo outro durante uma noite angustiante.",['Drama'],7500000,28006929
403,Blow-Up - Depois Daquele Beijo,Blow-Up,1966,111,['Michelangelo Antonioni'],"['Michelangelo Antonioni', 'Julio Cortázar', 'Tonino Guerra']","['David Hemmings', 'Vanessa Redgrave', 'Sarah Miles']",7.4,69000.0,Um fotógrafo de Londres encontra algo suspeitoso nas fotografías duma misteriosa mulher num parque.,"['Drama', 'Mistério', 'Suspense']",1800000,38575
404,A Batalha de Argel,La battaglia di Algeri,1966,121,['Gillo Pontecorvo'],"['Franco Solinas', 'Gillo Pontecorvo']","['Brahim Hadjadj', 'Jean Martin', 'Yacef Saadi']",8.1,68000.0,"Nos anos 1950, o medo e a violência aumentam à medida que o povo da Argélia luta pela independência do governo francês.","['Drama', 'Guerra']",800000,962002
405,Andrei Rublev,Andrey Rublyov,1966,189,['Andrei Tarkovsky'],"['Andrey Konchalovskiy', 'Andrei Tarkovsky']","['Anatoliy Solonitsyn', 'Ivan Lapikov', 'Nikolay Grinko']",8.0,58000.0,"A vida, os tempos e as aflições do iconógrafo russo do século XV.","['Biografia', 'Drama', 'História']",0,0
406,Fahrenheit 451,Fahrenheit 451,1966,112,['François Truffaut'],"['François Truffaut', 'Jean-Louis Richard', 'Ray Bradbury']","['Oskar Werner', 'Julie Christie', 'Cyril Cusack']",7.2,46000.0,"Em um futuro opressivo, um bombeiro cujo dever é destruir todos os livros começa a questionar a tarefa que lhe foi confiada.","['Drama', 'Ficção científica']",1500000,581
407,O Homem que Não Vendeu sua Alma,A Man for All Seasons,0,0,['Fred Zinnemann'],['Robert Bolt'],"['Paul Scofield', 'Wendy Hiller', 'Robert Shaw']",7.7,38000.0,"A história de Sir Thomas More, que enfrentou o rei Henrique VIII quando o rei rejeitou a Igreja Católica Romana para obter um divórcio e se casar novamente.","['Biografia', 'Drama', 'História']",2000000,164
408,Manos: As Mãos do Destino,Manos: The Hands of Fate,1966,70,['Harold P. Warren'],['Harold P. Warren'],"['Tom Neyman', 'John Reynolds', 'Diane Adelson']",1.7,38000.0,"Uma família se perde na estrada e tropeça em um culto oculto, subterrâneo e adorador do diabo, liderado pelo temível Mestre e seu servo Torgo.",['Terror'],0,0
409,"Batman, o Homem Morcego",Batman: The Movie,1966,105,['Leslie H. Martinson'],"['Lorenzo Semple Jr.', 'Bob Kane', 'William Dozier']","['Adam West', 'Burt Ward', 'Lee Meriwether']",6.5,36000.0,"Em Gotham City Charada, Pinguim, Coringa e Mulher-Gato roubam uma invenção e planejam usá-la de forma maléfica. Além disto, planejam também destruir o Homem-Morcego e o Menino-Prodígio.","['Ação', 'Aventura', 'Comédia', 'Policial']",1377800,1846
410,Django,Django,1966,91,['Sergio Corbucci'],"['Sergio Corbucci', 'Bruno Corbucci', 'Franco Rossetti']","['Franco Nero', 'José Canalejas', 'José Bódalo']",7.2,32000.0,"Na área de fronteira, Django está no meio de um conflito entre gangues, um dos sulistas racistas e o outro dos revolucionários mexicanos.","['Ação', 'Drama', 'Faroeste']",0,0
411,El Dorado,El Dorado,1966,126,['Howard Hawks'],"['Leigh Brackett', 'Harry Brown']","['John Wayne', 'Robert Mitchum', 'James Caan']",7.5,31000.0,"Cole Thornton, um pistoleiro, une forças com um velho amigo, o xerife Hara. Junto com um velho guerreiro indiano e um jogador, eles ajudam um fazendeiro e sua família a lutar contra um rival que tenta roubar sua água.","['Drama', 'Romance', 'Faroeste']",0,0
412,Como Roubar um Milhão de Dólares,How to Steal a Million,1966,123,['William Wyler'],"['George Bradshaw', 'Harry Kurnitz', 'Jacques Monteux']","['Audrey Hepburn', ""Peter O'Toole"", 'Eli Wallach']",7.5,30000.0,A filha de um falsificador de arte se junta a um ladrão para roubar uma das falsificações do seu pai e proteger seu segredo.,"['Comédia', 'Policial', 'Romance']",0,0
413,Cortina Rasgada,Torn Curtain,1966,128,['Alfred Hitchcock'],"['Brian Moore', 'Willis Hall', 'Keith Waterhouse']","['Paul Newman', 'Julie Andrews', 'Lila Kedrova']",6.6,30000.0,"Um cientista americano desertou publicamente da Alemanha Oriental, mas primeiro precisa encontrar a solução para uma experiência antes de planejar uma fuga de volta para o Ocidente.","['Drama', 'Romance', 'Suspense']",6000000,613
414,A Grande Testemunha,Au hasard Balthazar,1966,95,['Robert Bresson'],['Robert Bresson'],"['Anne Wiazemsky', 'Walter Green', 'François Lafarge']",7.7,23000.0,"A história de um jumento maltratado e das pessoas ao seu redor. Um estudo sobre santidade e uma peça que faz relação com ""Mouchette, a Virgem Possuída"", também de Robert Bresson.",['Drama'],0,0
415,O Segundo Rosto,Seconds,1966,106,['John Frankenheimer'],"['Lewis John Carlino', 'David Ely']","['Rock Hudson', 'Frank Campanella', 'John Randolph']",7.6,23000.0,"Um banqueiro infeliz aceita um procedimento que simulará sua morte e lhe dará uma aparência e identidade completamente novas, uma aparência que tem seu próprio preço.","['Ficção científica', 'Suspense']",0,0
416,Viagem Fantástica,Fantastic Voyage,1966,100,['Richard Fleischer'],"['Harry Kleiner', 'David Duncan', 'Otto Klement']","['Stephen Boyd', 'Raquel Welch', ""Edmond O'Brien""]",6.8,21000.0,"Um cientista quase é assassinado. Para salvá-lo, um submarino é reduzido a um tamanho microscópico e injetado em sua corrente sanguínea, com uma pequena tripulação. Problemas surgem assim que eles entram.","['Aventura', 'Ficção científica']",0,0
417,A Grande Escapada,La grande vadrouille,1966,132,['Gérard Oury'],"['Gérard Oury', 'Danièle Thompson', 'Marcel Jullian']","['Bourvil', 'Louis de Funès', 'Claudio Brook']",7.9,21000.0,Um avião da Força Aérea Real é abatido sobrevoando Paris pelos alemães. Sua tripulação aterrisa de paraquedas. Com a ajuda de dois civis franceses eles tentam escapar para a parte sul da França que ainda não foi ocupada pelos alemães.,"['Aventura', 'Comédia', 'Guerra']",0,0
418,Os Profissionais,The Professionals,1966,117,['Richard Brooks'],"[""Frank O'Rourke"", 'Richard Brooks']","['Burt Lancaster', 'Lee Marvin', 'Robert Ryan']",7.3,19000.0,Um milionário arrogante do Texas contrata quatro aventureiros para salvar a sua esposa raptada de um famoso bandido mexicano.,"['Ação', 'Aventura', 'Drama', 'Faroeste']",0,0
419,Masculino-Feminino,Masculin féminin,1966,110,['Jean-Luc Godard'],"['Jean-Luc Godard', 'Guy de Maupassant']","['Jean-Pierre Léaud', 'Chantal Goya', 'Marlène Jobert']",7.4,18000.0,"Paul, um jovem que acaba de deixar o serviço militar francês, é agora um ativista contra a Guerra do Vietnã desapontado com a vida. Enquanto sua namorada, Madeleine, tenta uma carreira como cantora pop.","['Drama', 'Romance']",0,0
420,O Canhoneiro do Yang-Tsé,The Sand Pebbles,1966,182,['Robert Wise'],"['Richard McKenna', 'Robert Anderson']","['Steve McQueen', 'Richard Attenborough', 'Richard Crenna']",7.5,17000.0,"Em 1926, um engenheiro naval dos Estados Unidos é designado para uma missão de resgate na China devastada pela guerra.","['Aventura', 'Drama', 'Romance', 'Guerra']",0,0
421,Como Conquistar as Mulheres,Alfie,1966,114,['Lewis Gilbert'],['Bill Naughton'],"['Michael Caine', 'Shelley Winters', 'Millicent Martin']",7.0,16000.0,Um mulherengo irredutível começa gradualmente a compreender as consequências de seu estilo de vida.,"['Comédia', 'Drama']",0,0
422,As Pequenas Margaridas,Sedmikrásky,1966,75,['Vera Chytilová'],"['Vera Chytilová', 'Pavel Jurácek', 'Ester Krumbachová']","['Ivana Karbanová', 'Jitka Cerhová', 'Marie Cesková']",7.2,16000.0,Duas garotas tentam entender o significado do mundo e de sua vida.,['Comédia'],0,0
423,Uma Loura por um Milhão,The Fortune Cookie,1966,125,['Billy Wilder'],"['Billy Wilder', 'I.A.L. Diamond']","['Jack Lemmon', 'Walter Matthau', 'Ron Rich']",7.2,16000.0,A crooked lawyer persuades his brother-in-law to feign a serious injury.,"['Comédia', 'Romance']",0,0
424,Armadilha do Destino,Cul-de-sac,1966,112,['Roman Polanski'],"['Roman Polanski', 'Gérard Brach']","['Donald Pleasence', 'Françoise Dorléac', 'Lionel Stander']",7.0,14000.0,"Em busca de ajuda, dois gângsteres feridos em fuga encontram refúgio no castelo isolado de um homem fraco e sua esposa; no entanto, sob a ponta de uma arma, nada é como parece.","['Comédia', 'Drama', 'Suspense']",0,0
425,A Primeira Noite de um Homem,The Graduate,1967,106,['Mike Nichols'],"['Calder Willingham', 'Buck Henry', 'Charles Webb']","['Dustin Hoffman', 'Anne Bancroft', 'Katharine Ross']",8.0,293000.0,Um recém-graduado da universidade se vê dividido entre se relacionar com uma mulher mais velha ou a filha dela.,"['Comédia', 'Drama', 'Romance']",3000000,105017024
426,"Mogli, o Menino Lobo",The Jungle Book,1967,78,['Wolfgang Reitherman'],"['Larry Clemmons', 'Ralph Wright', 'Ken Anderson']","['Phil Harris', 'Sebastian Cabot', 'Louis Prima']",7.6,203000.0,"A história de um menino adoptado por lobos na floresta indiana, seguindo as suas aventuras a caminho da aldeia dos humanos, ao lado do urso Baloo e da pantera Baghera, alvo de caça pelo perigoso tigre Shere Khan.","['Animação', 'Aventura', 'Comédia', 'Família', 'Musical']",4000000,205843612
427,Rebeldia Indomável,Cool Hand Luke,1967,127,['Stuart Rosenberg'],"['Donn Pearce', 'Frank Pierson', 'Hal Dresner']","['Paul Newman', 'George Kennedy', 'Strother Martin']",8.0,192000.0,"Um sulista quieto é condenado a dois anos em uma prisão rural, mas se recusa a obedecer.","['Policial', 'Drama']",3200000,1767
428,Bonnie e Clyde: Uma Rajada de Balas,Bonnie and Clyde,1967,111,['Arthur Penn'],"['David Newman', 'Robert Benton', 'Robert Towne']","['Warren Beatty', 'Faye Dunaway', 'Michael J. Pollard']",7.7,123000.0,"A garçonete Bonnie Parker se apaixona por um ex-presidiário chamado Clyde Barrow e juntos iniciam uma onda de crimes violentos por todo o país, roubando carros e assaltando bancos.","['Ação', 'Biografia', 'Policial', 'Drama']",2500000,1475
429,Com 007 Só Se Vive Duas Vezes,You Only Live Twice,1967,117,['Lewis Gilbert'],"['Harold Jack Bloom', 'Roald Dahl', 'Ian Fleming']","['Sean Connery', 'Akiko Wakabayashi', 'Mie Hama']",6.8,120000.0,"Quando as naves norte-americana e russa desaparecem da órbita, o agente 007 terá de prevenir uma guerra nuclear entre as duas super-potências. A sua missão leva-o ao Japão, onde ele enfrenta a terrível SPECTRE e o seu diabólico líder.","['Ação', 'Aventura', 'Suspense']",9500000,43115913
430,No Calor da Noite,In the Heat of the Night,1967,110,['Norman Jewison'],"['Stirling Silliphant', 'John Ball']","['Sidney Poitier', 'Rod Steiger', 'Warren Oates']",7.9,85000.0,Um detetive da polícia negro é convidado a investigar um assassinato em uma cidade do sul racialmente hostil.,"['Drama', 'Mistério', 'Suspense']",2000000,27669
431,Os Doze Condenados,The Dirty Dozen,1967,150,['Robert Aldrich'],"['Nunnally Johnson', 'Lukas Heller', 'E.M. Nathanson']","['Lee Marvin', 'Ernest Borgnine', 'Charles Bronson']",7.7,81000.0,"Às vésperas do Dia D, um Major do Exército americano é designado para treinar uma unidade composta por 12 criminosos condenados para uma missão suicida por trás das linhas inimigas na França em troca do perdão pelos seus crimes.",[],0,0
432,Primavera para Hitler,The Producers,1967,88,['Mel Brooks'],['Mel Brooks'],"['Zero Mostel', 'Gene Wilder', 'Dick Shawn']",7.5,62000.0,A stage-play producer devises a plan to make money by producing a sure-fire flop.,"['Comédia', 'Musical']",941000,375524
433,O Samurai,Le samouraï,1967,105,['Jean-Pierre Melville'],"['Jean-Pierre Melville', 'Joan McLeod', 'Georges Pellegrin']","['Alain Delon', 'François Périer', 'Nathalie Delon']",8.0,61000.0,"Depois que o assassino profissional Jef Costello é visto por testemunhas, seus esforços para inventar pretextos vão para o lixo.","['Policial', 'Drama', 'Suspense']",0,0
434,A Bela da Tarde,Belle de jour,1967,100,['Luis Buñuel'],"['Joseph Kessel', 'Luis Buñuel', 'Jean-Claude Carrière']","['Catherine Deneuve', 'Jean Sorel', 'Michel Piccoli']",7.6,50000.0,Uma jovem dona de casa decide passar suas tardes da semana como prostituta.,"['Drama', 'Romance']",0,0
435,Adivinhe Quem vem para Jantar,Guess Who's Coming to Dinner,1967,108,['Stanley Kramer'],"['William Rose', 'Max Morise']","['Spencer Tracy', 'Sidney Poitier', 'Katharine Hepburn']",7.8,50000.0,As atitudes de um casal são desafiadas quando sua filha os apresenta ao seu noivo afro-americano.,"['Comédia', 'Drama']",4000000,56666797
436,Um Clarão nas Trevas,Wait Until Dark,1967,108,['Terence Young'],"['Frederick Knott', 'Robert Carrington', 'Jane-Howard Hammerstein']","['Audrey Hepburn', 'Alan Arkin', 'Richard Crenna']",7.7,35000.0,Uma mulher que ficou cega recentemente é aterrorizada por um trio de bandidos enquanto procuram uma boneca recheada de heroína que eles acreditam que está em seu apartamento.,['Suspense'],0,0
437,A Dança dos Vampiros,Dance of the Vampires,1967,108,['Roman Polanski'],"['Gérard Brach', 'Roman Polanski']","['Jack MacGowran', 'Roman Polanski', 'Alfie Bass']",7.0,35000.0,"Um professor proeminente e seu aprendiz tolo caem presas a seus inquisidores vampiros, enquanto seguem o rastro da sinistra donzela em perigo.","['Comédia', 'Terror']",0,0
438,Casino Royale,Casino Royale,1967,131,"['Val Guest', 'Ken Hughes', 'John Huston']","['Wolf Mankowitz', 'John Law', 'Michael Sayers']","['David Niven', 'Peter Sellers', 'Ursula Andress']",5.0,33000.0,"Em uma das primeiras paródias de filmes de espionagem, James Bond abandona sua aposentadoria para enfrentar a SMERSH.",['Comédia'],12000000,2783
439,A Sangue Frio,In Cold Blood,1967,134,['Richard Brooks'],"['Truman Capote', 'Richard Brooks']","['Robert Blake', 'Scott Wilson', 'John Forsythe']",7.9,30000.0,"Depois de um roubo atropelado leva ao assassinato brutal de uma família rural, dois vagabundos fugiram da polícia e finalmente chegaram a um acordo com sua própria mortalidade e com as repercussões de sua vil atrocidade.","['Biografia', 'Policial', 'Drama', 'História']",3500000,316
440,Playtime - Tempo de Diversão,Playtime,1967,155,['Jacques Tati'],"['Jacques Tati', 'Jacques Lagrange', 'Art Buchwald']","['Jacques Tati', 'Barbara Dennek', 'Rita Maiden']",7.8,27000.0,"Monsieur Hulot passeia por uma Paris tecnológica, paralelamente a uma viagem com um grupo de turistas americanos. Enquanto isso, uma boate prepara sua noite de abertura, mas ainda está em construção.",['Comédia'],0,0
